state;action_reward;n_state
96&3|669&1|195&3|566&3|273&2|31&4|187&4|215&5|50&5|869&3|183&4|133&4;496&5|88&4|12&4|193&4;96&3|669&1|195&3|566&3|273&2|31&4|187&4|215&5|50&5|869&3|183&4|133&4|496&5|88&4|12&4|193&4
83&3|121&3|485&2|193&3|79&2|671&3|429&4|209&3|25&2|385&3|250&4|252&3;102&2|393&2|1118&2|527&3;83&3|121&3|485&2|193&3|79&2|671&3|429&4|209&3|25&2|385&3|250&4|252&3|102&2|393&2|1118&2|527&3
762&4|198&5|133&2|233&2|919&4|710&3|474&4|410&3|470&1|433&4|172&5|164&2;167&1|227&1|402&1|1509&1;762&4|198&5|133&2|233&2|919&4|710&3|474&4|410&3|470&1|433&4|172&5|164&2|167&1|227&1|402&1|1509&1
546&5|327&4|51&1|685&5|257&5|1117&2|680&5|266&5|472&4|50&5|866&3|597&5;892&3|385&5|195&5|89&5;546&5|327&4|51&1|685&5|257&5|1117&2|680&5|266&5|472&4|50&5|866&3|597&5|892&3|385&5|195&5|89&5
616&5|429&5|478&3|470&4|127&5|234&5|673&5|660&4|40&3|96&5|288&5|215&4;368&1|1051&3|281&4|120&3;616&5|429&5|478&3|470&4|127&5|234&5|673&5|660&4|40&3|96&5|288&5|215&4|368&1|1051&3|281&4|120&3
746&4|257&5|196&3|408&5|239&3|831&1|99&4|1065&3|1411&4|402&2|22&3|197&4;449&4|109&5|89&5|50&5;746&4|257&5|196&3|408&5|239&3|831&1|99&4|1065&3|1411&4|402&2|22&3|197&4|449&4|109&5|89&5|50&5
186&3|659&5|611&3|238&4|648&3|192&4|661&2|168&5|602&5|496&4|172&3|204&2;174&3|501&4|423&5|246&2;186&3|659&5|611&3|238&4|648&3|192&4|661&2|168&5|602&5|496&4|172&3|204&2|174&3|501&4|423&5|246&2
222&2|275&4|237&3|10&4|127&5|242&5|25&4|15&2|285&5|248&2|50&2|137&5;42&5|170&5|507&5|522&5;222&2|275&4|237&3|10&4|127&5|242&5|25&4|15&2|285&5|248&2|50&2|137&5|42&5|170&5|507&5|522&5
289&2|323&4|367&5|258&2|50&5|231&2|554&3|311&4|302&5|13&4|993&4|82&4;272&5|294&3|354&4|347&4;289&2|323&4|367&5|258&2|50&5|231&2|554&3|311&4|302&5|13&4|993&4|82&4|272&5|294&3|354&4|347&4
909&3|183&3|269&3|187&5|242&3|342&4|289&3|1386&3|1197&3|324&3|305&3|750&3;651&2|237&3|213&3|662&3;909&3|183&3|269&3|187&5|242&3|342&4|289&3|1386&3|1197&3|324&3|305&3|750&3|651&2|237&3|213&3|662&3
157&1|443&4|537&5|121&3|512&3|531&5|197&4|606&5|705&5|483&5|222&3|863&5;588&5|516&3|515&5|172&4;157&1|443&4|537&5|121&3|512&3|531&5|197&4|606&5|705&5|483&5|222&3|863&5|588&5|516&3|515&5|172&4
239&4|411&1|174&5|222&4|430&5|234&2|204&4|415&1|368&1|227&4|135&4|455&4;189&5|162&1|376&2|439&1;239&4|411&1|174&5|222&4|430&5|234&2|204&4|415&1|368&1|227&4|135&4|455&4|189&5|162&1|376&2|439&1
1028&4|117&4|111&5|1&4|546&3|477&3|628&4|123&5|405&4|243&3|476&4|928&5;1061&5|834&4|368&3|369&3;1028&4|117&4|111&5|1&4|546&3|477&3|628&4|123&5|405&4|243&3|476&4|928&5|1061&5|834&4|368&3|369&3
208&4|89&3|117&2|202&4|435&3|161&2|186&5|720&3|230&3|22&4|229&3|38&4;527&4|28&4|485&4|603&5;208&4|89&3|117&2|202&4|435&3|161&2|186&5|720&3|230&3|22&4|229&3|38&4|527&4|28&4|485&4|603&5
682&4|243&3|1&4|597&4|369&1|237&5|596&3|1234&3|1150&2|1052&1|405&1|763&3;71&5|318&4|974&2|423&3;682&4|243&3|1&4|597&4|369&1|237&5|596&3|1234&3|1150&2|1052&1|405&1|763&3|71&5|318&4|974&2|423&3
403&1|710&1|218&2|1168&2|208&2|763&1|723&1|13&4|1397&4|148&1|133&3|436&3;1479&2|761&2|665&1|845&1;403&1|710&1|218&2|1168&2|208&2|763&1|723&1|13&4|1397&4|148&1|133&3|436&3|1479&2|761&2|665&1|845&1
934&4|496&5|357&5|98&4|427&4|82&4|926&3|73&4|216&5|58&5|1050&3|467&3;1042&3|219&1|402&5|142&4;934&4|496&5|357&5|98&4|427&4|82&4|926&3|73&4|216&5|58&5|1050&3|467&3|1042&3|219&1|402&5|142&4
689&2|1610&2|124&5|7&5|936&3|137&4|766&4|887&5|275&4|25&4|1143&3|1011&4;1609&3|106&1|476&3|717&2;689&2|1610&2|124&5|7&5|936&3|137&4|766&4|887&5|275&4|25&4|1143&3|1011&4|1609&3|106&1|476&3|717&2
879&3|1011&3|327&2|887&5|307&3|299&3|292&4|751&3|125&2|690&4|304&4|347&3;977&1|1134&4|546&2|276&5;879&3|1011&3|327&2|887&5|307&3|299&3|292&4|751&3|125&2|690&4|304&4|347&3|977&1|1134&4|546&2|276&5
307&2|259&3|313&5|289&2|748&2|346&1|258&5|294&1|751&4|688&1|690&1|687&1;229&4|227&4|380&4|228&5;307&2|259&3|313&5|289&2|748&2|346&1|258&5|294&1|751&4|688&1|690&1|687&1|229&4|227&4|380&4|228&5
184&5|292&4|672&2|7&4|774&4|413&1|5&3|217&5|288&3|313&5|844&3|17&5;181&4|50&4|11&4|96&3;184&5|292&4|672&2|7&4|774&4|413&1|5&3|217&5|288&3|313&5|844&3|17&5|181&4|50&4|11&4|96&3
212&5|248&4|251&3|1009&4|86&4|105&1|593&4|60&5|286&4|1367&4|118&1|546&2;639&5|70&4|1372&4|310&3;212&5|248&4|251&3|1009&4|86&4|105&1|593&4|60&5|286&4|1367&4|118&1|546&2|639&5|70&4|1372&4|310&3
1012&3|294&3|258&3|411&3|1245&2|976&1|220&3|781&3|235&3|323&2|845&3|358&2;724&3|161&5|121&4|849&3;1012&3|294&3|258&3|411&3|1245&2|976&1|220&3|781&3|235&3|323&2|845&3|358&2|724&3|161&5|121&4|849&3
204&3|234&3|68&2|7&4|1095&2|44&2|200&3|447&3|631&4|655&4|140&2|132&3;179&4|845&4|338&4|596&4;204&3|234&3|68&2|7&4|1095&2|44&2|200&3|447&3|631&4|655&4|140&2|132&3|179&4|845&4|338&4|596&4
568&4|38&2|144&4|117&4|151&1|467&4|623&3|204&4|1098&4|174&4|1067&3|257&4;391&3|346&5|94&3|1407&3;568&4|38&2|144&4|117&4|151&1|467&4|623&3|204&4|1098&4|174&4|1067&3|257&4|391&3|346&5|94&3|1407&3
270&3|151&4|250&5|477&4|218&4|181&4|222&4|237&4|1007&4|867&3|326&3|271&3;379&2|672&3|760&3|670&2;270&3|151&4|250&5|477&4|218&4|181&4|222&4|237&4|1007&4|867&3|326&3|271&3|379&2|672&3|760&3|670&2
316&4|222&4|948&1|13&1|751&4|174&5|354&4|117&4|1234&1|250&4|682&1|538&4;132&5|169&5|520&4|482&4;316&4|222&4|948&1|13&1|751&4|174&5|354&4|117&4|1234&1|250&4|682&1|538&4|132&5|169&5|520&4|482&4
168&3|144&4|205&5|1470&1|538&2|740&2|357&5|186&3|258&3|328&4|837&4|449&3;67&1|409&2|235&3|1091&2;168&3|144&4|205&5|1470&1|538&2|740&2|357&5|186&3|258&3|328&4|837&4|449&3|67&1|409&2|235&3|1091&2
273&1|181&4|151&1|117&1|1386&4|1&3|257&3|596&1|847&3|993&1|284&3|123&2;127&5|302&4|118&2|109&5;273&1|181&4|151&1|117&1|1386&4|1&3|257&3|596&1|847&3|993&1|284&3|123&2|127&5|302&4|118&2|109&5
302&4|258&3|271&4|288&2|748&3|886&2|268&3|289&1|243&1|324&2|305&5|301&3;286&4|321&1|358&2|879&2;302&4|258&3|271&4|288&2|748&3|886&2|268&3|289&1|243&1|324&2|305&5|301&3|286&4|321&1|358&2|879&2
325&2|221&5|293&5|762&5|245&1|1012&5|985&4|269&4|330&3|326&4|678&2|124&5;185&5|433&5|752&4|789&4;325&2|221&5|293&5|762&5|245&1|1012&5|985&4|269&4|330&3|326&4|678&2|124&5|185&5|433&5|752&4|789&4
268&2|873&3|333&4|310&4|307&4|319&2|878&5|289&2|1026&5|885&5|269&3|339&5;882&5|261&5|883&5|358&5;268&2|873&3|333&4|310&4|307&4|319&2|878&5|289&2|1026&5|885&5|269&3|339&5|882&5|261&5|883&5|358&5
25&2|50&4|147&4|181&3|300&4|1&5|742&4|924&2|100&5|1115&3|127&5|285&3;282&3|117&4|222&3|276&5;25&2|50&4|147&4|181&3|300&4|1&5|742&4|924&2|100&5|1115&3|127&5|285&3|282&3|117&4|222&3|276&5
150&5|289&3|25&3|100&4|242&5|1009&4|741&1|269&5|14&5|321&3|257&4|116&5;1514&4|476&3|756&3|13&4;150&5|289&3|25&3|100&4|242&5|1009&4|741&1|269&5|14&5|321&3|257&4|116&5|1514&4|476&3|756&3|13&4
300&4|894&1|310&3|313&3|901&1|294&2|879&3|354&5|683&2|322&4|751&3|338&1;748&4|689&4|328&3|272&4;300&4|894&1|310&3|313&3|901&1|294&2|879&3|354&5|683&2|322&4|751&3|338&1|748&4|689&4|328&3|272&4
1120&3|85&3|419&5|24&4|480&4|132&4|944&2|269&5|340&4|1160&5|255&4|326&4;1521&3|1032&3|94&4|401&3;1120&3|85&3|419&5|24&4|480&4|132&4|944&2|269&5|340&4|1160&5|255&4|326&4|1521&3|1032&3|94&4|401&3
121&5|197&5|702&5|14&4|13&2|451&3|93&2|732&5|736&3|709&3|107&5|66&3;402&4|187&5|50&5|731&3;121&5|197&5|702&5|14&4|13&2|451&3|93&2|732&5|736&3|709&3|107&5|66&3|402&4|187&5|50&5|731&3
327&4|343&3|328&4|690&3|269&3|309&3|331&4|294&4|270&4|332&4|323&4|322&4;245&3|324&2|301&4|260&4;327&4|343&3|328&4|690&3|269&3|309&3|331&4|294&4|270&4|332&4|323&4|322&4|245&3|324&2|301&4|260&4
172&5|941&5|1091&3|195&3|781&4|731&5|1221&4|969&4|204&4|210&5|88&4|63&4;722&3|652&3|1074&3|400&3;172&5|941&5|1091&3|195&3|781&4|731&5|1221&4|969&4|204&4|210&5|88&4|63&4|722&3|652&3|1074&3|400&3
288&4|881&5|880&5|1527&4|876&4|292&5|299&5|294&3|887&5|682&3|1025&5|335&4;259&3|330&5|908&3|877&3;288&4|881&5|880&5|1527&4|876&4|292&5|299&5|294&3|887&5|682&3|1025&5|335&4|259&3|330&5|908&3|877&3
245&3|182&4|340&5|177&4|258&2|248&5|1537&5|862&2|303&4|321&4|319&4|304&4;70&4|255&1|381&4|533&4;245&3|182&4|340&5|177&4|258&2|248&5|1537&5|862&2|303&4|321&4|319&4|304&4|70&4|255&1|381&4|533&4
343&5|228&5|294&4|222&5|229&5|690&1|230&5|901&5|268&1|748&5|258&5|271&5;62&5|449&4|450&5|380&5;343&5|228&5|294&4|222&5|229&5|690&1|230&5|901&5|268&1|748&5|258&5|271&5|62&5|449&4|450&5|380&5
752&1|86&3|190&3|1153&3|1196&2|14&4|887&4|531&4|288&3|921&4|24&4|340&5;971&4|301&2|1062&4|346&4;752&1|86&3|190&3|1153&3|1196&2|14&4|887&4|531&4|288&3|921&4|24&4|340&5|971&4|301&2|1062&4|346&4
659&4|175&5|508&4|179&4|654&4|633&4|429&5|1126&4|1021&5|641&5|656&4|810&4;163&4|95&4|1123&4|272&4;659&4|175&5|508&4|179&4|654&4|633&4|429&5|1126&4|1021&5|641&5|656&4|810&4|163&4|95&4|1123&4|272&4
715&3|69&2|100&4|449&3|679&3|7&4|15&3|243&2|630&5|136&4|491&3|474&4;502&3|25&3|482&3|416&3;715&3|69&2|100&4|449&3|679&3|7&4|15&3|243&2|630&5|136&4|491&3|474&4|502&3|25&3|482&3|416&3
714&4|173&5|719&3|741&5|724&3|527&4|662&3|524&4|723&5|42&3|367&3|434&4;274&3|176&3|414&3|504&3;714&4|173&5|719&3|741&5|724&3|527&4|662&3|524&4|723&5|42&3|367&3|434&4|274&3|176&3|414&3|504&3
298&3|1&5|1025&3|487&4|97&4|182&3|117&5|64&5|237&4|216&4|689&5|12&5;333&2|699&4|192&1|156&3;298&3|1&5|1025&3|487&4|97&4|182&3|117&5|64&5|237&4|216&4|689&5|12&5|333&2|699&4|192&1|156&3
732&2|643&4|736&3|313&3|1355&1|451&2|197&4|778&5|775&3|381&3|692&3|781&5;111&1|739&2|88&2|402&5;732&2|643&4|736&3|313&3|1355&1|451&2|197&4|778&5|775&3|381&3|692&3|781&5|111&1|739&2|88&2|402&5
286&4|292&4|304&4|316&5|127&4|300&3|272&5|311&5|690&4|326&4|750&5|303&4;297&4|237&5|255&3|257&4;286&4|292&4|304&4|316&5|127&4|300&3|272&5|311&5|690&4|326&4|750&5|303&4|297&4|237&5|255&3|257&4
189&4|312&4|748&2|539&2|689&2|874&4|98&4|264&3|294&4|358&2|270&4|268&5;180&4|12&5|1019&4|1018&4;189&4|312&4|748&2|539&2|689&2|874&4|98&4|264&3|294&4|358&2|270&4|268&5|180&4|12&5|1019&4|1018&4
402&5|727&5|483&4|393&2|485&5|181&3|141&4|286&4|133&2|357&1|418&5|591&4;4&1|443&5|88&5|566&4;402&5|727&5|483&4|393&2|485&5|181&3|141&4|286&4|133&2|357&1|418&5|591&4|4&1|443&5|88&5|566&4
55&4|7&4|281&4|187&4|95&4|501&4|423&5|135&5|288&4|147&5|435&4|3&5;238&4|1190&3|248&5|201&4;55&4|7&4|281&4|187&4|95&4|501&4|423&5|135&5|288&4|147&5|435&4|3&5|238&4|1190&3|248&5|201&4
513&4|235&3|222&4|568&3|521&5|1308&1|1225&3|698&4|86&4|404&3|659&4|96&5;486&4|133&5|241&5|136&4;513&4|235&3|222&4|568&3|521&5|1308&1|1225&3|698&4|86&4|404&3|659&4|96&5|486&4|133&5|241&5|136&4
458&4|596&2|10&5|1028&2|15&4|823&4|619&4|744&2|276&5|459&4|325&3|284&5;1117&3|370&2|412&1|100&4;458&4|596&2|10&5|1028&2|15&4|823&4|619&4|744&2|276&5|459&4|325&3|284&5|1117&3|370&2|412&1|100&4
100&4|7&5|709&2|455&1|210&4|222&4|588&5|458&3|172&5|197&3|381&3|111&5;228&4|88&4|451&2|708&4;100&4|7&5|709&2|455&1|210&4|222&4|588&5|458&3|172&5|197&3|381&3|111&5|228&4|88&4|451&2|708&4
678&1|268&2|294&3|258&3|322&3|300&3|313&3|242&4|1025&1|269&3|326&4|875&2;748&4|984&1|289&4|316&4;678&1|268&2|294&3|258&3|322&3|300&3|313&3|242&4|1025&1|269&3|326&4|875&2|748&4|984&1|289&4|316&4
70&3|660&4|48&3|194&5|739&3|59&4|692&3|778&4|22&4|286&4|318&5|14&4;280&2|107&4|313&4|274&3;70&3|660&4|48&3|194&5|739&3|59&4|692&3|778&4|22&4|286&4|318&5|14&4|280&2|107&4|313&4|274&3
121&4|333&4|250&3|15&5|111&4|126&5|277&5|1085&4|13&5|25&5|100&4|919&5;588&4|95&4|498&5|427&5;121&4|333&4|250&3|15&5|111&4|126&5|277&5|1085&4|13&5|25&5|100&4|919&5|588&4|95&4|498&5|427&5
885&2|269&2|321&2|306&5|56&4|210&4|354&2|313&5|902&5|873&2|176&4|748&2;24&4|33&4|161&2|68&3;885&2|269&2|321&2|306&5|56&4|210&4|354&2|313&5|902&5|873&2|176&4|748&2|24&4|33&4|161&2|68&3
538&3|321&3|303&4|748&2|302&5|752&3|345&1|889&5|286&2|294&1|346&4|319&3;330&3|289&3|326&2|341&4;538&3|321&3|303&4|748&2|302&5|752&3|345&1|889&5|286&2|294&1|346&4|319&3|330&3|289&3|326&2|341&4
24&4|184&4|652&3|496&4|238&4|25&4|1017&3|85&3|50&5|354&4|82&3|356&2;1145&2|402&3|79&3|424&1;24&4|184&4|652&3|496&4|238&4|25&4|1017&3|85&3|50&5|354&4|82&3|356&2|1145&2|402&3|79&3|424&1
179&4|366&4|162&3|485&4|98&5|603&5|194&5|167&2|214&3|199&5|145&4|111&3;635&1|38&3|298&4|444&2;179&4|366&4|162&3|485&4|98&5|603&5|194&5|167&2|214&3|199&5|145&4|111&3|635&1|38&3|298&4|444&2
121&1|25&3|205&4|250&1|100&4|117&4|9&4|24&3|310&3|289&3|293&4|742&4;313&4|254&1|751&3|831&1;121&1|25&3|205&4|250&1|100&4|117&4|9&4|24&3|310&3|289&3|293&4|742&4|313&4|254&1|751&3|831&1
1047&3|742&3|1089&3|123&5|118&3|325&4|129&5|305&5|369&5|455&4|820&3|328&5;1160&1|9&4|1&5|125&3;1047&3|742&3|1089&3|123&5|118&3|325&4|129&5|305&5|369&5|455&4|820&3|328&5|1160&1|9&4|1&5|125&3
200&4|573&4|330&2|444&4|447&2|879&5|304&3|672&3|326&5|1025&3|769&5|294&4;646&4|681&4|567&4|331&4;200&4|573&4|330&2|444&4|447&2|879&5|304&3|672&3|326&5|1025&3|769&5|294&4|646&4|681&4|567&4|331&4
512&4|515&4|483&4|50&4|282&3|269&4|185&3|300&4|655&4|186&3|169&4|855&4;258&3|245&3|331&3|651&4;512&4|515&4|483&4|50&4|282&3|269&4|185&3|300&4|655&4|186&3|169&4|855&4|258&3|245&3|331&3|651&4
161&4|663&4|544&4|239&3|416&5|118&2|216&5|977&3|142&4|946&4|220&5|203&4;112&3|769&3|449&3|472&2;161&4|663&4|544&4|239&3|416&5|118&2|216&5|977&3|142&4|946&4|220&5|203&4|112&3|769&3|449&3|472&2
83&4|629&2|222&3|234&4|480&5|12&4|252&1|447&3|24&3|117&3|50&5|546&4;97&3|182&5|156&4|158&2;83&4|629&2|222&3|234&4|480&5|12&4|252&1|447&3|24&3|117&3|50&5|546&4|97&3|182&5|156&4|158&2
258&4|164&4|286&3|169&4|748&5|191&3|189&3|50&4|174&4|289&2|178&3|28&3;322&2|1&3|150&3|433&3;258&4|164&4|286&3|169&4|748&5|191&3|189&3|50&4|174&4|289&2|178&3|28&3|322&2|1&3|150&3|433&3
257&4|70&4|512&4|845&3|222&4|105&3|294&2|281&3|318&5|14&2|1018&2|529&4;284&3|189&4|319&4|86&4;257&4|70&4|512&4|845&3|222&4|105&3|294&2|281&3|318&5|14&2|1018&2|529&4|284&3|189&4|319&4|86&4
15&3|148&3|844&3|283&3|424&1|1&4|287&5|225&4|220&5|121&4|763&5|928&5;815&4|369&4|477&5|974&5;15&3|148&3|844&3|283&3|424&1|1&4|287&5|225&4|220&5|121&4|763&5|928&5|815&4|369&4|477&5|974&5
926&2|300&4|15&4|477&2|237&3|878&2|100&4|9&3|118&3|7&3|275&5|25&3;127&2|480&4|1063&5|202&2;926&2|300&4|15&4|477&2|237&3|878&2|100&4|9&3|118&3|7&3|275&5|25&3|127&2|480&4|1063&5|202&2
131&4|286&4|289&4|204&4|496&3|487&3|22&3|133&4|661&5|127&3|962&4|1211&3;163&4|239&3|481&4|124&4;131&4|286&4|289&4|204&4|496&3|487&3|22&3|133&4|661&5|127&3|962&4|1211&3|163&4|239&3|481&4|124&4
354&4|271&5|328&5|288&5|881&3|294&5|895&5|302&4|301&5|313&5|268&5|326&4;358&4|259&3|245&3|299&2;354&4|271&5|328&5|288&5|881&3|294&5|895&5|302&4|301&5|313&5|268&5|326&4|358&4|259&3|245&3|299&2
588&4|284&3|273&4|478&4|68&2|144&4|24&4|8&4|508&4|750&4|209&2|516&2;470&2|127&4|466&2|196&4;588&4|284&3|273&4|478&4|68&2|144&4|24&4|8&4|508&4|750&4|209&2|516&2|470&2|127&4|466&2|196&4
30&5|382&5|190&5|179&5|923&4|166&4|83&5|509&4|970&4|381&2|707&5|86&5;515&5|638&4|730&5|1018&5;30&5|382&5|190&5|179&5|923&4|166&4|83&5|509&4|970&4|381&2|707&5|86&5|515&5|638&4|730&5|1018&5
121&2|365&2|228&5|515&4|318&3|257&2|181&4|199&3|274&4|116&3|449&3|473&3;432&3|1152&4|99&3|101&2;121&2|365&2|228&5|515&4|318&3|257&2|181&4|199&3|274&4|116&3|449&3|473&3|432&3|1152&4|99&3|101&2
50&5|710&4|527&4|83&5|223&5|28&5|483&5|64&4|432&4|8&2|721&3|100&3;727&4|416&3|121&2|109&3;50&5|710&4|527&4|83&5|223&5|28&5|483&5|64&4|432&4|8&2|721&3|100&3|727&4|416&3|121&2|109&3
321&3|282&5|109&4|228&5|657&5|288&3|654&5|448&5|294&4|155&3|12&5|476&3;161&5|180&5|564&1|158&4;321&3|282&5|109&4|228&5|657&5|288&3|654&5|448&5|294&4|155&3|12&5|476&3|161&5|180&5|564&1|158&4
42&4|205&5|498&4|133&1|201&3|69&4|204&4|746&3|98&4|1393&2|178&5|317&4;772&2|210&5|56&5|469&5;42&4|205&5|498&4|133&1|201&3|69&4|204&4|746&3|98&4|1393&2|178&5|317&4|772&2|210&5|56&5|469&5
480&5|96&3|543&4|510&5|128&4|492&4|514&2|134&5|11&4|205&4|100&5|168&5;133&3|318&4|530&4|208&5;480&5|96&3|543&4|510&5|128&4|492&4|514&2|134&5|11&4|205&4|100&5|168&5|133&3|318&4|530&4|208&5
473&1|412&1|284&3|227&3|183&4|188&3|796&4|73&4|94&3|132&2|423&4|96&5;576&3|378&1|217&3|719&1;473&1|412&1|284&3|227&3|183&4|188&3|796&4|73&4|94&3|132&2|423&4|96&5|576&3|378&1|217&3|719&1
680&3|263&1|307&4|266&3|258&2|323&4|288&5|333&4|751&3|338&4|313&4|539&3;892&2|681&1|890&2|683&3;680&3|263&1|307&4|266&3|258&2|323&4|288&5|333&4|751&3|338&4|313&4|539&3|892&2|681&1|890&2|683&3
1055&2|301&2|421&4|231&1|69&4|692&4|682&4|1229&3|31&3|1228&3|423&4|905&3;67&3|94&4|944&3|238&3;1055&2|301&2|421&4|231&1|69&4|692&4|682&4|1229&3|31&3|1228&3|423&4|905&3|67&3|94&4|944&3|238&3
435&4|582&4|739&3|19&4|97&3|212&3|553&3|237&3|153&5|191&4|216&4|175&2;529&5|393&3|172&4|166&4;435&4|582&4|739&3|19&4|97&3|212&3|553&3|237&3|153&5|191&4|216&4|175&2|529&5|393&3|172&4|166&4
294&4|258&3|245&3|302&4|750&3|288&3|326&3|689&3|286&3|301&4|312&2|269&5;347&3|313&3|938&3|316&3;294&4|258&3|245&3|302&4|750&3|288&3|326&3|689&3|286&3|301&4|312&2|269&5|347&3|313&3|938&3|316&3
173&5|200&5|55&5|25&4|358&3|64&5|132&3|427&5|727&3|367&2|372&4|79&4;100&5|7&4|421&5|508&4;173&5|200&5|55&5|25&4|358&3|64&5|132&3|427&5|727&3|367&2|372&4|79&4|100&5|7&4|421&5|508&4
496&4|617&4|100&5|519&5|187&5|133&4|318&5|151&4|150&3|185&4|222&4|209&4;493&4|238&5|517&4|435&5;496&4|617&4|100&5|519&5|187&5|133&4|318&5|151&4|150&3|185&4|222&4|209&4|493&4|238&5|517&4|435&5
326&4|327&2|117&4|544&4|471&5|147&4|989&3|354&4|539&2|7&4|328&3|148&4;281&3|974&2|930&2|696&3;326&4|327&2|117&4|544&4|471&5|147&4|989&3|354&4|539&2|7&4|328&3|148&4|281&3|974&2|930&2|696&3
185&5|33&4|608&3|64&5|188&3|653&4|655&5|92&4|1&2|489&3|303&3|521&5;483&5|528&5|196&4|302&5;185&5|33&4|608&3|64&5|188&3|653&4|655&5|92&4|1&2|489&3|303&3|521&5|483&5|528&5|196&4|302&5
288&5|100&3|268&3|689&3|271&4|748&4|751&3|194&5|682&3|358&3|323&2|313&5;164&4|200&5|219&3|7&4;288&5|100&3|268&3|689&3|271&4|748&4|751&3|194&5|682&3|358&3|323&2|313&5|164&4|200&5|219&3|7&4
162&3|258&3|188&3|407&3|257&4|324&2|230&4|14&3|654&5|3&2|511&5|121&4;1059&3|228&4|133&5|155&3;162&3|258&3|188&3|407&3|257&4|324&2|230&4|14&3|654&5|3&2|511&5|121&4|1059&3|228&4|133&5|155&3
96&2|243&1|929&1|321&2|276&3|1450&3|64&4|477&1|874&1|616&2|304&3|751&2;671&3|867&4|160&2|416&4;96&2|243&1|929&1|321&2|276&3|1450&3|64&4|477&1|874&1|616&2|304&3|751&2|671&3|867&4|160&2|416&4
1&3|95&4|614&3|265&4|97&4|174&4|54&3|132&5|294&3|259&3|11&4|1285&3;385&4|182&1|77&3|193&3;1&3|95&4|614&3|265&4|97&4|174&4|54&3|132&5|294&3|259&3|11&4|1285&3|385&4|182&1|77&3|193&3
498&3|525&3|321&3|603&5|538&4|429&3|211&5|495&3|604&4|606&5|50&5|480&4;127&4|174&4|234&4|499&3;498&3|525&3|321&3|603&5|538&4|429&3|211&5|495&3|604&4|606&5|50&5|480&4|127&4|174&4|234&4|499&3
8&3|930&2|1066&5|123&3|28&4|260&5|627&5|742&5|118&4|100&1|432&4|313&5;140&4|138&5|623&4|1503&4;8&3|930&2|1066&5|123&3|28&4|260&5|627&5|742&5|118&4|100&1|432&4|313&5|140&4|138&5|623&4|1503&4
242&3|238&4|257&2|66&3|70&3|663&5|116&3|202&3|25&4|1241&3|269&3|845&4;692&5|67&5|580&2|108&4;242&3|238&4|257&2|66&3|70&3|663&5|116&3|202&3|25&4|1241&3|269&3|845&4|692&5|67&5|580&2|108&4
257&5|291&5|1013&3|898&1|229&5|340&1|475&4|443&4|79&5|1405&3|1244&4|302&4;121&5|928&3|762&4|760&3;257&5|291&5|1013&3|898&1|229&5|340&1|475&4|443&4|79&5|1405&3|1244&4|302&4|121&5|928&3|762&4|760&3
50&5|121&5|924&4|300&4|310&5|538&5|405&4|313&5|222&4|748&4|237&3|323&5;301&2|294&3|892&2|596&2;50&5|121&5|924&4|300&4|310&5|538&5|405&4|313&5|222&4|748&4|237&3|323&5|301&2|294&3|892&2|596&2
433&3|195&5|227&5|194&4|421&4|191&4|56&5|15&3|271&4|238&2|230&3|70&3;226&4|87&5|54&4|552&3;433&3|195&5|227&5|194&4|421&4|191&4|56&5|15&3|271&4|238&2|230&3|70&3|226&4|87&5|54&4|552&3
301&4|310&5|672&4|117&5|326&5|258&5|9&3|121&4|111&3|300&4|1&5|682&4;769&3|559&5|5&4|773&3;301&4|310&5|672&4|117&5|326&5|258&5|9&3|121&4|111&3|300&4|1&5|682&4|769&3|559&5|5&4|773&3
899&3|352&2|749&4|310&5|880&3|269&3|937&3|326&4|750&5|288&1|292&3|324&2;348&4|1671&1|342&2|328&3;899&3|352&2|749&4|310&5|880&3|269&3|937&3|326&4|750&5|288&1|292&3|324&2|348&4|1671&1|342&2|328&3
346&2|691&4|310&3|896&2|258&2|305&2|321&3|313&4|301&2|750&4|333&3|307&3;334&3|300&3|268&5|328&2;346&2|691&4|310&3|896&2|258&2|305&2|321&3|313&4|301&2|750&4|333&3|307&3|334&3|300&3|268&5|328&2
209&5|109&4|151&4|654&5|202&5|180&2|747&5|514&5|1021&5|234&4|197&5|638&5;603&5|566&4|71&5|973&5;209&5|109&4|151&4|654&5|202&5|180&2|747&5|514&5|1021&5|234&4|197&5|638&5|603&5|566&4|71&5|973&5
305&4|904&4|321&3|289&1|272&4|909&3|333&3|268&2|1127&3|313&3|355&2|331&4;589&4|350&4|269&5|259&5;305&4|904&4|321&3|289&1|272&4|909&3|333&3|268&2|1127&3|313&3|355&2|331&4|589&4|350&4|269&5|259&5
181&5|222&2|475&4|993&4|7&4|919&5|273&3|300&4|257&4|298&5|124&5|294&4;147&4|1007&4|455&4|15&4;181&5|222&2|475&4|993&4|7&4|919&5|273&3|300&4|257&4|298&5|124&5|294&4|147&4|1007&4|455&4|15&4
286&2|347&2|880&3|345&4|333&4|337&4|310&3|316&3|321&4|896&4|271&2|879&2;343&1|258&3|1038&1|358&3;286&2|347&2|880&3|345&4|333&4|337&4|310&3|316&3|321&4|896&4|271&2|879&2|343&1|258&3|1038&1|358&3
